ind_id,pop,STD_Length,Total_Length,Weight,inv11_pc1,inv11_pc2,inv18.1_pc1,inv18.1_pc2,inv18.2_pc1,inv18.2_pc2,inv18.3_pc1,inv18.3_pc2,inv24.1_pc1,inv24.1_pc2,inv11_gt,inv18.1_gt,inv18.2_gt,inv24.1_gt
D1Gen5_112,D1Gen5,47,56,0.75,-0.0635777991079094,0.009756059870595917,0.014526648369114284,0.01118943316440688,0.019826781065774835,-0.03223937863632468,0.008401731960154835,-0.02126687889332931,0.017887421339343918,-0.03697860216734903,NS,SS,SS,NN
D1Gen5_113,D1Gen5,57,67,1.56,0.02681091587652651,0.03389521676585158,0.020275881264437412,0.0014466457132147614,0.01962552321228017,-0.0174011280351003,0.00835104470428269,-0.011245717161725205,0.01789574771694813,-0.035144548318757546,SS,SS,SS,NN
D1Gen5_114,D1Gen5,49,57.4,0.8,0.026980369831341833,0.03061259675804069,0.019711440884408016,0.00891813927133947,0.0188002771623883,-0.0263781161667917,0.009007675288441486,-0.019905511617389626,0.01781130053729668,-0.04231261219401422,SS,SS,SS,NN
D1Gen5_116,D1Gen5,43,50.4,0.49,0.02419003955977609,0.03202120522940932,0.02476689465293208,0.026381567078483936,0.011088808950150741,-0.011931621951544735,0.002420418996720297,-0.016688335937259074,0.01691816043690631,-0.03478345291051099,SS,SS,SS,NN
D1Gen5_121,D1Gen5,60,71,1.55,0.026694093553735324,0.026282721815099053,0.011284557472720502,-0.014542245254887232,0.01950430112067858,-0.016034815730890828,0.015867441229301726,-0.0117518693062032,0.01756327530532751,-0.035985383672417715,SS,SS,SS,NN
D1Gen5_123,D1Gen5,51,60,0.92,-0.06613810615784751,0.005878255376311425,0.02847821832733852,0.01934809174172425,0.016898330051598846,-0.016199958687314914,0.007699837171279311,-0.008863467814121284,0.01754022914508237,-0.033219311702900683,NS,SS,SS,NN
D1Gen5_193,D1Gen5,42,49,0.55,0.023963042335232675,0.034967604145920886,0.017582033188521768,-0.007684255019340017,0.020760655262373195,-0.01751575879637187,0.010316534194082558,-0.018390550702899522,0.01788049996859813,-0.03739199873131311,SS,SS,SS,NN
D1Gen5_195,D1Gen5,40,47,0.45,0.026217539133290786,0.028050462899245,0.02500806346372943,-0.012710631137929933,0.019514018567415997,-0.018416081842141142,0.009800459020335228,-0.013475260991939492,0.017771770327250812,-0.037861643800821944,SS,SS,SS,NN
D1Gen5_199,D1Gen5,50,59,1.3,0.026503176249216012,0.02460730427173713,0.0263306817219679,-0.002425138802796149,0.01976235589839392,-0.01872654481448466,0.01014279995972495,-0.016757281876035243,0.017624750625353656,-0.03384529241869317,SS,SS,SS,NN
D1Gen5_200,D1Gen5,49,58,0.88,0.027653854909410962,0.023921353166334966,0.015442347335686626,0.017405414526904212,0.014091907599252163,-0.019816834432939766,0.006671509764326473,-0.014768466115261288,0.01696232618625887,-0.016459474094000677,SS,SS,SS,NN
D1Gen5_220,D1Gen5,58,67,1.81,0.026415980254829337,0.026166698748237936,0.01406594627505338,-0.010613413838515329,0.018870244236216655,-0.019819057102776576,0.013013558153045423,-0.01738576779871981,0.017204382805278664,-0.024410015264888153,SS,SS,SS,NN
D1Gen5_221,D1Gen5,48,58,0.97,0.026668594408464755,0.03100725272894205,0.026064234101658586,0.019195241185490916,0.02057733005491631,-0.03154313202726005,0.012251468624560405,-0.023617342434613574,0.017549728878368587,-0.032405518761554605,SS,SS,SS,NN
D1Gen5_236,D1Gen5,62,72,1.92,0.026196736924856967,0.03060503993502015,0.024816414596909607,0.02455074339043766,0.01487691744545234,-0.028057438679560343,0.004398500948238841,-0.016351892935735926,0.017815346038733283,-0.0339523696290443,SS,SS,SS,NN
D1Gen5_237,D1Gen5,63,73,2.71,0.02650330261395155,0.020715492350659663,0.013033910435685973,-0.0015552577228331278,0.019479145809559402,-0.024116009295887322,0.013289154993950232,-0.02024669134472296,0.017290069915543015,-0.025473757589167843,SS,SS,SS,NN
D1Gen5_239,D1Gen5,49,57,1.13,-0.06670493789768124,0.004379498980187073,0.016548645639816385,0.004522873925701167,0.014674647788797523,-0.011095633425868818,0.008275669080632753,-0.016644779012509613,0.017943339460102015,-0.046216060873527635,NS,SS,SS,NN
D1Gen5_240,D1Gen5,36,43,0.41,0.027033800739539184,0.026376640001466868,0.029331972047799172,0.017899825878551847,0.014508309916886786,-0.020184518565154304,0.005956142877633386,-0.007150601501968336,0.017558003941922085,-0.035635794799687766,SS,SS,SS,NN
D1Gen5_242,D1Gen5,56,66,1.68,-0.0634765548733459,0.009156250916443108,0.019633361618551348,0.02079766520869023,0.015546337330360394,-0.030721789040643536,0.007253276533578664,-0.018749066402315044,0.017816033920222546,-0.0354098352333882,NS,SS,SS,NN
D1Gen5_243,D1Gen5,45,53,0.87,0.02672575670351978,0.03749015230792841,0.023902385560742707,0.03080701018360138,0.016667979350860194,-0.02185114633226322,0.009694275848674825,-0.021702292801668504,0.017795410654132197,-0.03794238236639292,SS,SS,SS,NN
D1Gen5_245,D1Gen5,49,56,1.1,-0.06335204687182587,0.00601643690882659,0.022505401165000986,-0.007707002894390908,0.019754480986799345,-0.021607975114180323,0.010095777403487511,-0.013300171984670714,0.018011149218311408,-0.03914447048853101,NS,SS,SS,NN
D1Gen5_247,D1Gen5,48,56,0.48,-0.06565530717111889,0.002120455840116025,0.019696921784875403,0.018709266696986512,0.015925061854579498,-0.020601251676878325,0.006153054100172426,-0.013098402113909806,0.01794653209090269,-0.042020109176743224,NS,SS,SS,NN
D1Gen5_249,D1Gen5,53,62,0.98,0.026090073155994473,0.033830302948272495,0.020117401954120415,0.005409290009328984,0.016163223857343367,-0.017709742276649128,0.01020341485608865,-0.012819000920226243,0.01724749914963623,-0.026514766158551743,SS,SS,SS,NN
D1Gen5_251,D1Gen5,49,57,0.64,0.025378865406271496,0.03131830281161301,0.03042138835949984,0.014368676902600078,0.01234390586750975,-0.02040815873942345,0.008621957846116605,-0.0168620810249581,0.01838563796211482,-0.05164320137570517,SS,SS,SS,NN
D1Gen5_252,D1Gen5,61,72,1.22,0.026103032911116236,0.03256794631843512,0.024920592193056555,0.02647890079043495,0.017570308545105263,-0.026183440808729804,0.008319140183875933,-0.020005975015626433,0.017816773957780228,-0.05043064479379716,SS,SS,SS,NN
D1Gen5_253,D1Gen5,53,62,0.81,0.027251668630765037,0.0359565677279133,0.02532576424486381,0.009979826514185889,0.01881794578921099,-0.025445943605138042,0.01154945898326342,-0.021790930738603602,0.017982342994763537,-0.04171183302578901,SS,SS,SS,NN
D1Gen5_255,D1Gen5,52,60.9,0.91,0.023384656619951392,0.03661905389584936,0.020296942851209584,0.0072838954189960075,0.01613321576469655,-0.014997691364093648,0.00613524648981668,-0.016897367162462967,0.01749317380186253,-0.03398611198681538,SS,SS,SS,NN
D1Gen5_256,D1Gen5,51,59,0.69,0.026198693802464406,0.0328904247691355,0.02582308002011507,-0.010351492122938647,0.021447633197038386,-0.0190168021458056,0.008102878477247949,-0.010500531283760264,0.017506783933742217,-0.0379113532032423,SS,SS,SS,NN
D1Gen5_258,D1Gen5,48,57,0.83,0.027009111978310244,0.03059521049058841,0.0183949738318517,-0.011129895172393215,0.02032677245821522,-0.023072172157589547,0.015028178034220767,-0.021603804070720118,0.01712413194112457,-0.037673622362281486,SS,SS,SS,NN
D1Gen5_259,D1Gen5,51,60,0.77,0.026925743389878815,0.034942221889445506,0.018398679819035202,0.008879847617468463,0.015050821450423184,-0.02548775352333313,0.007512851880936607,-0.020635414092304474,0.01744031077227289,-0.039852783560920875,SS,SS,SS,NN
D1Gen5_260,D1Gen5,34,39.8,0.24,0.026716612414604105,0.03398880792686905,0.013013775027115036,0.003595239383733323,0.022490232618183097,-0.02923200462510718,0.01249652645387533,-0.022473682372178914,0.017438941903108025,-0.03431078666497784,SS,SS,SS,NN
D1Gen5_261,D1Gen5,48,55,0.79,-0.06449425049467539,0.0016149637520198026,0.011577195689516262,-0.010601250134087753,0.02150367082338463,-0.023804836895045957,0.014468673171707254,-0.020233377869124127,0.017690837884489705,-0.043853694579376254,NS,SS,SS,NN
D1Gen5_262,D1Gen5,58,68,1.47,0.02632519594081709,0.02657665612203716,0.022006236360379967,0.018566522342300072,0.013973192444276333,-0.014420613204446405,0.007158825998381125,-0.016127892604524345,0.016436348451118035,-0.017724639302179712,SS,SS,SS,NN
D1Gen5_264,D1Gen5,64,75,2.48,0.027568312658198577,0.03568338664485666,0.02537932029308202,0.03169160848027979,0.01899634193608931,-0.03307769114556934,0.01366748554581877,-0.021434793134824902,0.017477755230714005,-0.035020632610535736,SS,SS,SS,NN
D1Gen5_265,D1Gen5,56,64,1.14,0.0264389436081938,0.03353719814754863,0.023583839734823073,0.030929676027304443,0.018087245308114498,-0.02511088765581157,0.010734663612165598,-0.012784841659235914,0.017319013938023445,-0.030056413194705176,SS,SS,SS,NN
D1Gen5_266,D1Gen5,40,47,0.44,-0.06628515700732496,0.005097717771733442,0.027122440168498848,0.017445962889290303,0.014864350059111494,-0.022118351345943657,0.01049248661331816,-0.011028328984221222,0.017431961928489535,-0.035415271405563456,NS,SS,SS,NN
D1Gen5_267,D1Gen5,44,52,0.54,0.026035308809301078,0.03771197512836837,0.024907308881831236,-0.002480810843877884,0.01681379456024531,-0.016139014615511125,0.008120726024100088,-0.016243403690035255,0.017807311555355126,-0.05168687403442208,SS,SS,SS,NN
D1Gen5_271,D1Gen5,43,51,0.73,0.026916066211148646,0.03007531642100337,0.021902621800079642,0.0060774188122902795,0.01694140483435486,-0.029050404618922505,0.009182699280309816,-0.02025959375381034,0.017227943193284082,-0.034521701922327425,SS,SS,SS,NN
D1Gen5_273,D1Gen5,51,59,1.1,0.02644164414654781,0.02996799131082276,0.018921200012062548,0.008874962512711625,0.018590746026582824,-0.024522637460341466,0.010602878797802936,-0.018281247738154083,0.016702248998357858,-0.024677448120948273,SS,SS,SS,NN
D1Gen5_335,D1Gen5,42,50,0.65,-0.0654312210840159,0.0041827816326673855,0.023747815851736628,0.016159902887892465,0.017461526327143418,-0.030644780402868662,0.010030033533153333,-0.018023651372912446,0.017514883070467255,-0.03757562275868349,NS,SS,SS,NN
D1Gen5_336,D1Gen5,59,68,2.2,0.026627105238727376,0.030315514069474598,0.02138228100548551,-0.007091032317134496,0.019579266886155335,-0.015320528467549405,0.008182250536775208,-0.015021700983615716,0.017040769785775466,-0.028213644686941805,SS,SS,SS,NN
D1Gen5_337,D1Gen5,44,52,0.81,0.027612319594931812,0.033550100703777584,0.021637363541493055,0.005870009709180082,0.01913574969261529,-0.021241860899226167,0.011696925178654753,-0.011685973644681654,0.017266385804989872,-0.03747608158397356,SS,SS,SS,NN
D1Gen5_339,D1Gen5,50,57,0.76,0.027154192157983894,0.028723466394155687,0.015088923534492623,-0.004213128949112598,0.01750484586013517,-0.02470944104459172,0.013370768662090167,-0.019587195216688117,0.017591851525008886,-0.03968248683117908,SS,SS,SS,NN
D1Gen5_341,D1Gen5,55,66,1.44,-0.06555743390478595,0.0043200663083775345,0.018013428181878854,0.006982613552800529,0.01440369049314796,-0.028039465141846288,0.007829925686203196,-0.017826716817602856,0.01706981321930061,-0.028302268613962914,NS,SS,SS,NN
D1Gen5_342,D1Gen5,36,42.2,0.27,-0.0642306313164947,0.011705063651648842,0.0232064525508829,0.032759215465510444,0.015226155040360848,-0.025230561133738404,0.00857733863797781,-0.015337183007379098,0.017725482061169338,-0.05044974497730767,NS,SS,SS,NN
D1Gen5_343,D1Gen5,55,66,1.15,0.02758604223118373,0.03497842732817882,0.022750841934175585,0.002840283414187712,0.018436245619404112,-0.01862209994802946,0.008743210937047705,-0.012119845149025725,0.017193618360544602,-0.04161647367376654,SS,SS,SS,NN
D1Gen5_345,D1Gen5,54,62,1.45,-0.06636262984997236,0.001417567272727586,0.025419175810677333,0.021800819946010398,0.0139882656447852,-0.01583700726166423,0.009804033477300418,-0.01149613029657935,0.017161663827543836,-0.03944625437117056,NS,SS,SS,NN
D1Gen5_346,D1Gen5,57,67,1.29,0.02702906344470905,0.027352639573772635,0.01540245309602261,-0.011064715847921514,0.020270483004447528,-0.021009798846020142,0.014463475228559407,-0.020991748945268986,0.01733184998728096,-0.04127113047907018,SS,SS,SS,NN
D1Gen5_347,D1Gen5,53,62,1.38,0.02614605190315586,0.03432223349049218,0.014479911292734808,0.005622475902350844,0.013885206367966405,-0.018379929515674128,0.0025970560112163568,-0.0194687240580362,0.017117702785585547,-0.03242454080380525,SS,SS,SS,NN
D1Gen5_348,D1Gen5,53,62,0.98,-0.06376798840635295,0.007126091637288937,0.022087566380061558,-0.0036760327459178415,0.01814027821262095,-0.017942110918812395,0.010545977875791337,-0.011161517422026477,0.017627175513455513,-0.03319440675956925,NS,SS,SS,NN
D2Gen5_106,D2Gen5,51,59,0.72,0.0304761322763246,0.011842267316290081,0.02795050216424,0.029279775441813045,0.017084000037781964,-0.016608293010783443,0.010517126362763973,-0.022505378961816227,0.012191506281911697,-0.01831519850224402,SS,SS,SS,NN
D2Gen5_1153,D2Gen5,51,64,1.02,0.0321674377762811,0.03305130919649347,0.029807268078939204,0.04343450480126723,0.01746278339643866,-0.019393781792168635,0.012699612656210512,-0.03723095163404003,-0.08775712429950631,0.002910368592050753,SS,SS,SS,NS
D2Gen5_1155,D2Gen5,50,57,0.92,0.029695760264465625,0.024784286679876505,0.02249720282190737,0.025796967032884303,0.01635097278482822,-0.020921768634047995,0.02029413711371872,-0.05279045153879473,-0.18630566037909543,0.007879473094749073,SS,SS,SS,SS
D2Gen5_1157,D2Gen5,46,54,0.6,0.030558138782077224,0.02156249508872169,0.018647664466133133,0.0053918191806847085,0.019540159538145762,-0.010387125154243552,0.010602493700712718,-0.01763082047480009,-0.18613774111932802,0.007845794366425914,SS,SS,SS,SS
D2Gen5_1158,D2Gen5,48,56,0.73,0.031027909958996368,0.030875030044713703,0.018478235839338,-0.007356845197761079,0.017310278779165602,-0.021561804016034507,0.014897046711465821,-0.03637235692117726,-0.087958744188997115,0.0028393197144350748,SS,SS,SS,NS
D2Gen5_1161,D2Gen5,53,63,1.19,0.028146993490081457,0.021554939610428352,0.016698362385840507,0.0016061472950519642,0.012286632442529997,-0.0162924192526299,0.005200099471985902,-0.009863147746708836,-0.15877333278635192,0.002573340783370239,SS,SS,SS,SS
D2Gen5_1162,D2Gen5,69,80,2.82,0.03105529961025075,0.03021793843396112,0.013157343210456283,0.007162212937997486,0.012252488551497066,-0.02734808375873471,0.015590801597768983,-0.03987511906824941,-0.08803822603044484,-0.0027676321945485876,SS,SS,SS,NS
D2Gen5_1165,D2Gen5,65,76,2.4,0.032280287044189754,0.03488340209918446,0.020818031683788454,0.024822351582020907,0.017104731695576702,-0.018267635875062447,0.005994982845828018,-0.01376649503448223,-0.08844800800955649,-0.002026806285711964,SS,SS,SS,NS
D2Gen5_1437,D2Gen5,35,41,0.41,0.03028423088899742,0.030189900609525575,0.030223999642100992,0.04266942674818751,0.01733076183688613,-0.02228963719190896,0.014534488173323047,-0.04059976189256622,-0.08912148437741868,-0.0015089339697096328,SS,SS,SS,NS
D2Gen5_1522,D2Gen5,41,47,0.53,0.03020901554087484,0.031043299361158617,0.01933132179441959,5.260836017730032e-4,0.010405013145286615,-0.02492483902430463,0.013861260368139106,-0.020222430094002614,-0.18666997766768811,0.00785635470015487,SS,SS,SS,SS
D2Gen5_1523,D2Gen5,40,46.8,0.3,0.03124309891667813,0.033146157483844696,0.01716627907986447,0.03306606587603351,0.017562520170617175,-0.027678939351983237,0.016172775355611645,-0.029621402644091122,-0.1862833985991072,0.007854777656244585,SS,SS,SS,SS
D2Gen5_1524,D2Gen5,30,35,0.32,0.031528589586408126,0.03130387093841116,0.017745657212530092,-0.009732169323286553,0.01921548559807092,-0.022202233516936,0.013733684511970512,-0.02780849859069135,-0.18735261910619114,0.00793543183318313,SS,SS,SS,SS
D2Gen5_1525,D2Gen5,37,43.3,0.28,0.028860316026143137,0.0243608059493213,0.03137429540811191,0.03907830308827978,0.012260917237134406,-0.023598178638184007,0.012389170104207606,-0.032893842323556535,-0.08867613816303992,-3.341962831702524e-4,SS,SS,SS,NS
D2Gen5_1527,D2Gen5,44,51.4,0.49,0.028889147273515815,0.02598107629173997,0.031143230497824023,0.03144046024848013,0.013535567591958007,-0.01668538731224067,0.011163527209678404,-0.02466803034211496,-0.18657398980129933,0.007883555166393143,SS,SS,SS,SS
D2Gen5_1528,D2Gen5,42,49,0.43,0.032017443262249645,0.034643802290593516,0.015549267042824168,0.005098988535589972,0.014541453364583519,-0.026568998422931048,0.016478022768158795,-0.03839778066821494,-0.18736082957564593,0.008016546427504283,SS,SS,SS,SS
D2Gen5_209,D2Gen5,47.5,55.5,0.61,0.03165370430463943,0.029145980058257234,0.01794885388955743,0.0015167023493116436,0.01870093949810358,-0.02195523942522104,0.013787710947085422,-0.018951560916381144,-0.08790675194890284,-0.005795958903762497,SS,SS,SS,NS
D2Gen5_212,D2Gen5,53,63,0.95,0.03184569079328783,0.03490049961695806,0.020342274699789446,0.01993079951138371,0.01641977869692724,-0.017755522858042945,0.01384871431405264,-0.03825722750127377,0.012013017737313537,-0.018298952226423876,SS,SS,SS,NN
D2Gen5_213,D2Gen5,48,57,0.72,0.028909288986658475,0.026901529676539457,0.02605440477405051,0.038458301328138225,0.01599645881681817,-0.01975565939256383,0.013828975176930965,-0.032946548281177775,-0.08763130860342232,-0.004300997140278044,SS,SS,SS,NS
D2Gen5_505,D2Gen5,58,68,1.29,0.030405038970148346,0.025528608082443425,0.016887480716368555,0.005669705249768805,0.01589993643654021,-0.0266193607300332,0.01937469545358049,-0.037481187062777054,-0.0884605242788841,0.002457777699876501,SS,SS,SS,NS
D2Gen5_506,D2Gen5,50,58.5,0.73,0.03102124491290004,0.021095730421245133,0.028141967712560154,0.030931937083805965,0.013296233625750255,-0.01848948872066644,0.01713003417532449,-0.02850950300253221,-0.186955530531341,0.007939010669111915,SS,SS,SS,SS
D2Gen5_507,D2Gen5,50,59,0.58,0.028840250189240243,0.026954193209925214,0.02728393304948472,0.0352501532625607,0.013114101294422989,-0.023087793089897193,0.009538224827131746,-0.014508676505226876,-0.05881503105541792,-0.009705756910299823,SS,SS,SS,NS
D2Gen5_508,D2Gen5,54,65,0.88,0.029351649165983065,0.02310685147927438,0.025709719971260904,0.03309787264156066,0.01661948086951399,-0.02295881651512625,0.00721541989313218,-0.03315124969552178,-0.08966151145387208,-0.005139717123352773,SS,SS,SS,NS
D2Gen5_512,D2Gen5,42,49.1,0.42,0.031822813575190824,0.03368556094200939,0.02123648990459345,0.02447272929746408,0.01505045836228952,-0.025115523443944094,0.021264449621371074,-0.04596312485300204,-0.08858551172254993,-0.00567363647333877,SS,SS,SS,NS
D2Gen5_513,D2Gen5,55,64.3,0.61,0.03139846906656557,0.01563693711400462,0.019394383376520635,0.015637584565701603,0.012156446510219084,-0.0213234017578857,0.010298997430335886,-0.00922801264906327,0.01133939108531458,-0.018340354625372427,SS,SS,SS,NN
D2Gen5_514,D2Gen5,45,53,0.62,0.029174753961330086,0.02421793727499611,0.014298976494050928,0.013040124929110507,0.014873764911553775,-0.023531383447896417,0.016853215206555645,-0.03987415313912943,-0.18582621630385346,0.007819288245309062,SS,SS,SS,SS
D2Gen5_515,D2Gen5,46,56,0.6,0.03098294425075483,0.027495586453593537,0.01223436526990332,0.017386018881137964,0.013993047799292474,-0.026899714852301665,0.017575247549252195,-0.037107321650502054,-0.18638211633880272,0.007880088439371234,SS,SS,SS,SS
D2Gen5_516,D2Gen5,50,58.5,0.7,0.030509317353293132,0.028824441840569034,0.021760235259757576,0.022951577571090502,0.01372485490987857,-0.024109045375371157,0.018678403963743383,-0.04766930529877962,-0.08766158107019341,-0.002442414636196947,SS,SS,SS,NS
D2Gen5_518,D2Gen5,52,60,0.69,0.030064483267757278,0.02987511783604239,0.026783976725469543,0.03155320095303712,0.010829240291619474,-0.02117273492870556,0.014604602488600755,-0.01975734656833474,-0.05854566197508819,-0.008974788107812798,SS,SS,SS,NS
D2Gen5_519,D2Gen5,59,69,1.12,0.03096141830991891,0.02926728392334187,0.019324008776851375,0.02380478855470681,0.013984945596820371,-0.02370495291168028,0.020520168930683137,-0.04870063982753171,-0.08720454501184458,-0.003018586007003438,SS,SS,SS,NS
D2Gen5_520,D2Gen5,44,51.4,0.59,0.029796433711655843,0.024695643393281827,0.020878088365890165,0.025568840994626793,0.01426693298948284,-0.024752446724662126,0.02021445592016868,-0.04916656647543313,-0.18611717696719648,0.007784878104374867,SS,SS,SS,SS
D2Gen5_521,D2Gen5,48,56.1,0.64,0.030427249199314343,0.026708619426920564,0.02165326718486347,0.028808232126373293,0.015705158752488704,-0.02768887948407755,0.019888522010623504,-0.05107987534850227,-0.08719427062598555,-0.006490368118130601,SS,SS,SS,NS
D2Gen5_522,D2Gen5,60,71,1.15,0.029901269803838205,0.027094095733079648,0.02649809054206279,0.04432222039638963,0.014059983823699407,-0.020248580224972335,0.013381316887079582,-0.03686807615789388,-0.18708090025749965,0.007853527622588815,SS,SS,SS,SS
D2Gen5_523,D2Gen5,50,58.5,0.77,0.03209746754389763,0.034275945882339856,0.018347267457222708,-0.013358533852972702,0.00944514184339542,-0.023469905034092405,0.016561659587171835,-0.032249830889657945,-0.08712985077988523,-0.0025041863822267223,SS,SS,SS,NS
D2Gen5_524,D2Gen5,54,62,0.97,0.03171122844737134,0.032360800796979165,0.013762032138685952,0.01845197284874978,0.014994407527142598,-0.026835068270417345,0.020598417739633133,-0.04405967135608193,-0.18609318300943112,0.007781358760764814,SS,SS,SS,SS
D2Gen5_525,D2Gen5,58,67.8,0.98,0.030469286314474604,0.029298080126601966,0.01385032080979095,0.01798844574592659,0.013358112411064217,-0.025625115569486528,0.01974339370140043,-0.04592025817730281,-0.088881941742752,-0.001054608170637145,SS,SS,SS,NS
D2Gen5_526,D2Gen5,42,49.1,0.57,0.02887568433742284,0.022954711223299756,0.031310647045773354,0.04397061273241319,0.016039528082976613,-0.022136134086431156,0.015299680894006953,-0.03485839689498423,-0.18639195509371423,0.008022240194417982,SS,SS,SS,SS
D2Gen5_527,D2Gen5,57,66.7,1.09,0.029203019767498867,0.027122392942638796,0.018934240599388155,0.012716498700886028,0.00712604579920838,-0.03000955065454989,0.018845758883336478,-0.04026294733318508,-0.08902150249687638,-0.0015206327170973533,SS,SS,SS,NS
D2Gen5_529,D2Gen5,45,52.6,0.85,0.03190668311987206,0.035155626082825846,0.026840785256516047,0.026692024139806578,0.008846644321370044,-0.018839529009668367,0.016985432218429693,-0.032861640397248676,-0.18578951487293566,0.0079446893221819,SS,SS,SS,SS
D2Gen5_530,D2Gen5,50,58,0.8,0.02844493717493691,0.02210894505734616,0.02140152605254577,0.025229617328135622,0.01636133241831967,-0.0263517244057038,0.019179498116295785,-0.051798734652043286,-0.18649744675354304,0.007874171986939484,SS,SS,SS,SS
D2Gen5_532,D2Gen5,55,64.3,1.2,0.029474399528756162,0.029182652631809716,0.021195862270697252,-3.200911679703004e-4,0.015347365988883593,-0.020006870764058233,0.01752386282724187,-0.029729868787923715,-0.18665902897728023,0.007966057149110752,SS,SS,SS,SS
D2Gen5_534,D2Gen5,49,56,0.85,0.029917265438380806,0.02386630609176592,0.013890553462892856,0.004706466024529928,0.014329590368756891,-0.025816018302407647,0.01604902173194524,-0.03860997102685319,-0.08781964686851165,-0.005992774054385644,SS,SS,SS,NS
D2Gen5_537,D2Gen5,57,66.7,1.34,0.030238887851463937,0.02935809863389541,0.03142565999591356,0.049330801967033065,0.014106812007862667,-0.024448536634126272,0.01667335790811706,-0.045407539229394146,-0.08829031837563858,-0.0021175621762476037,SS,SS,SS,NS
D2Gen5_540,D2Gen5,56,66,1.3,0.02956007430774975,0.025878050977070167,0.010265751252767474,0.0038097651995726194,0.022605824180670742,-0.012172542943533803,0.013121380858041855,-0.0132988771802149,-0.08771840720281529,-0.004300758824134554,SS,SS,SS,NS
D2Gen5_541,D2Gen5,49,57.3,0.69,0.031137864105484556,0.028736028155572604,0.014168808110019323,-0.009805866262760667,0.014703955938035538,-0.018959505658419855,0.01486551457827345,-0.031574483490123664,-0.1873482875891103,0.007918992364523434,SS,SS,SS,SS
