ind_id,pop,STD_Length,Total_Length,Weight,inv11_pc1,inv11_pc2,inv18.1_pc1,inv18.1_pc2,inv18.2_pc1,inv18.2_pc2,inv18.3_pc1,inv18.3_pc2,inv24.1_pc1,inv24.1_pc2,inv11_gt,inv18.1_gt,inv18.2_gt,inv24.1_gt
D2Gen5_545,D2Gen5,49,57.3,0.8,0.029588127302384342,0.028484390501358123,0.01479352576058017,-0.008861251105658682,0.012254565496093802,-0.021082589371609464,0.013346963351890605,-0.018997434986428825,-0.08723294035077087,-0.005600890699930343,SS,SS,SS,NS
D2Gen5_547,D2Gen5,53,61,1.06,0.027995570073734512,0.014447512932069112,0.020235585159330417,0.030688505030971886,0.01280944418171084,-0.022029301799658882,0.011124623877896799,-0.03362041294685503,-0.08742230642787284,-0.006247534750161874,SS,SS,SS,NS
D2Gen5_548,D2Gen5,47,55,0.57,0.030306406577266336,0.028396124042114012,0.022341020822023674,0.01809413973643819,0.016697308935344383,-0.01894280696917797,0.014333656878476137,-0.039560770890086444,-0.0873511321389172,-0.005211910427138656,SS,SS,SS,NS
D2Gen5_549,D2Gen5,50,58.5,0.63,0.02900256909587014,0.023840481909384557,0.020262278444794446,0.03155511413580413,0.012865379829026746,-0.014226209117108082,0.018954629059718966,-0.021670462853155003,0.01432982565018742,-0.01734868491699561,SS,SS,SS,NN
D2Gen5_550,D2Gen5,53,61,1,0.03109781656365026,0.011947576582213642,0.016889788684158764,0.020032529656917385,0.01160143260561775,-0.021578285261186887,0.01870476849005234,-0.04089035911313987,-0.08847267968011048,-0.006416245917710593,SS,SS,SS,NS
D2Gen5_551,D2Gen5,54,63.1,0.77,0.029419707294893207,0.018039795969247707,0.014031390011323376,-0.002415053752914024,0.018706758122218434,-0.014301831137080178,0.011598426845278629,-0.01783627679532803,-0.1874604770010961,0.007927254183145339,SS,SS,SS,SS
R1Gen5_1351,R1Gen5,71,85,2.18,-0.06429512795173764,0.003097848860600182,0.015109982483661808,0.0263306035142221,0.02676333994892944,0.015767444024062847,0.050042894632038405,0.09444083087176128,0.01658055546554007,-0.0261397096975299,NS,SS,SS,NN
R1Gen5_1354,R1Gen5,69,79,2.33,0.02236963795509758,0.02339335757353302,0.02156845820773796,0.0415783167869269,0.02105330881801435,-0.026912495266861687,0.019758122455339006,0.018066109510279454,0.015107189641887649,-0.01964907811965773,SS,SS,SS,NN
R1Gen5_1356,R1Gen5,52,62,1.11,0.025146046897375533,0.023397908520145363,0.026544312672706596,0.04266554860062295,0.01713224946556903,-0.04170738828858286,0.024138287026506132,-0.05045792658071988,0.015632135090632576,-0.03064972253552527,SS,SS,SS,NN
R1Gen5_1358,R1Gen5,62,71,1.56,0.026027341556779514,0.020438322610959778,0.025177393075821085,0.02793624818330127,0.021903968925936258,-0.008000387327970995,0.01645312693011368,8.163571607832486e-4,-0.05774558581270857,-0.012061109424320607,SS,SS,SS,NS
R1Gen5_1359,R1Gen5,53,63,0.89,-0.06609929462580784,0.003746683305133621,0.012543940211814713,0.021487015062631353,0.02033530657905278,-0.030543926970090958,0.009539354963364445,-0.008263262208528624,0.01681451281401811,-0.02889361467995792,NS,SS,SS,NN
R1Gen5_1360,R1Gen5,56,68,1.43,0.02514916511258589,0.022495777056927783,0.02016129970568341,0.020756595304722108,0.02074816437898162,-0.03683788035386846,0.027814716220669892,-0.0570186067962665,-0.056582278461313126,-0.024305593195699162,SS,SS,SS,NS
R1Gen5_1361,R1Gen5,71,84,3.07,0.025867462400233937,0.02158961620269627,0.025916529919682973,0.022577805750910333,0.012874852890514998,-0.010532872560365877,0.0159725699943191,0.002230630896307063,0.016469462463428113,-0.014159002355213545,SS,SS,SS,NN
R1Gen5_1362,R1Gen5,54,67,1.37,0.025958575455059467,0.02207267733602828,0.02163933949727064,-0.002490858016308505,0.017301813751752715,-0.01940602158742814,0.015236172042988536,-0.00879797693957929,0.014744774038235228,-0.021895604817835722,SS,SS,SS,NN
R1Gen5_1363,R1Gen5,66,79,2.35,-0.06730462220081804,0.0032495427638439176,0.017894788921465565,0.009830889306520759,0.022633960431702654,-0.03953764506096852,0.03190386541533192,-0.032102500393837975,0.01524512604941031,-0.028954183765382512,NS,SS,SS,NN
R1Gen5_1366,R1Gen5,68,79,2.77,-0.06501402785605853,-7.640629817728563e-4,0.020356097490202778,0.041702323000901174,0.02172714180096007,-0.03270229768747443,0.025816624792571068,0.02186478567755959,0.01566184748451872,-0.024992325513427296,NS,SS,SS,NN
R1Gen5_1370,R1Gen5,64,76,2.85,-0.06428299375762424,-1.7910366294421866e-4,0.02169602181724663,0.025365480564941582,0.007882592142212914,-0.018106552452974618,0.011009819359909662,-0.005800426816352385,0.015611417147627423,-0.01865795220090934,NS,SS,SS,NN
R1Gen5_1371,R1Gen5,52,63,1.18,0.025746191213646363,0.02114387045130887,0.01961878625193108,0.013566232720867584,0.02365712212503369,-0.021985067762027532,0.022635141653674366,0.016096518734160632,0.01630282558175646,-0.017547343034204604,SS,SS,SS,NN
R1Gen5_1372,R1Gen5,63,74,2.12,0.02532725193823552,0.012398903436384948,0.024276952902986416,0.03225870491041404,0.017391436351593195,-0.013532730546898762,0.016378006853440024,-3.2977019300580156e-4,0.016975482491104806,-0.013750560261786466,SS,SS,SS,NN
R1Gen5_1375,R1Gen5,70,85,3.94,0.02638415726461478,0.020016729078717314,0.016427973634889077,0.004045134506306209,0.012634561602831697,-0.024033039842602084,0.006240947866098487,-0.0078060428325890325,0.016910143684929664,-0.02887565074891123,SS,SS,SS,NN
R1Gen5_1378,R1Gen5,58,68,2,0.02403148082967924,0.020116186817160434,0.02088499666834626,0.005945553295979261,0.017876887943443,-0.019518424378862538,0.02185527820754248,0.040286304484572835,0.01672003008304887,-0.018712672268787013,SS,SS,SS,NN
R1Gen5_1381,R1Gen5,67,80,3,0.026909074710745554,0.00999378264148907,0.025209821490564114,0.019488357565543648,0.019678489648522066,-0.007361262022412252,0.017536686820264578,0.010675052680605833,0.015607946993531524,-0.02132344742073907,SS,SS,SS,NN
R1Gen5_1382,R1Gen5,53,65,1.97,0.02422851765996687,0.023631345637559566,0.02089469773189823,0.025564426430899935,0.021324617862345685,-0.01738619605666719,0.02299837992306678,0.015420135958832749,0.015705832890691607,-0.01952939391931474,SS,SS,SS,NN
R1Gen5_1383,R1Gen5,53,62,1.42,-0.0664692708451194,8.817295571493709e-5,0.014553894747929138,0.025394154088189992,0.0183969284515692,-0.029186151743693243,0.021062869660438972,0.009001723118215501,0.016167772408160343,-0.0239140917038001,NS,SS,SS,NN
R1Gen5_1384,R1Gen5,70,84,4.01,0.023804149329194748,0.022388423629604626,0.023862124766638633,0.023486164015243102,0.015576603883883317,-0.008585081803135546,0.009695733962362426,-0.003741927416204633,0.014927983008198205,-0.015460494832025067,SS,SS,SS,NN
R1Gen5_1386,R1Gen5,64,75,2.94,0.025972418239942705,0.019076805597669517,0.022054823525879043,0.02580430935501491,0.01568808503355933,-0.011705971924223204,0.0196720937085978,0.016563702966201188,0.01639766994478492,-0.019303806384048765,SS,SS,SS,NN
R1Gen5_1387,R1Gen5,72,89,4.82,-0.06658540851962845,0.001307547544275216,0.0243951327375295,0.010273409299446635,0.024460306977471154,0.04556163632908977,0.04086317974272199,0.14005915246124936,0.016626769324725482,-0.01745685867035166,NS,SS,SS,NN
R1Gen5_1388,R1Gen5,26,29,0.37,0.020137939134280677,0.02513747748394033,0.017212806254977734,-0.024447954030450053,0.02064209933914553,-0.009295061689787228,0.017950342790934114,0.009650237902283422,0.01610940086192259,-0.02036422271020103,SS,SS,SS,NN
R1Gen5_1421,R1Gen5,63,74,2.01,0.025998955723392787,0.022466541442023837,0.02240862173232305,0.03433212336085444,0.011581212636120523,-0.010697675275511662,0.009946652045509749,-0.013516519363965628,0.016615276016114653,-0.040153876270071664,SS,SS,SS,NN
R1Gen5_1422,R1Gen5,60,71,2.01,-0.15739181562320773,-0.022663920508223342,0.021042117116869905,0.020058493443142644,0.01942558258642006,-0.018488023246994702,0.014741915039708802,-7.759791110826443e-5,0.015573340395237795,-0.019886347573309548,NN,SS,SS,NN
R1Gen5_1423,R1Gen5,58,68,1.54,0.02455654478617709,0.02531820513429066,0.019241182980861946,0.037082184982972756,0.01467198910784532,-0.019544403008842727,0.012722027041505003,-0.012485516347731448,0.016592750333314886,-0.029137404089394723,SS,SS,SS,NN
R1Gen5_1424,R1Gen5,51,59,1,0.022244913113718637,0.025443458970842815,0.02064023126519734,0.043008222055688106,0.023175427091992905,-0.03136315084372355,0.025865255565396914,0.022595976421055205,0.016434287219125824,-0.01853131072540343,SS,SS,SS,NN
R1Gen5_1425,R1Gen5,51,60,1.15,-0.0667456463563778,-6.866989906148753e-4,0.010290051193755381,-0.14587108562954,0.03112796115810095,0.12646082781099616,0.041477183260889144,0.13974954532535386,-0.05781063707126797,-0.013557270002249978,NS,SS,NS,NS
R1Gen5_1426,R1Gen5,70,79,3.12,-0.06177013323933377,-0.009768709831173818,0.005302214836523437,-0.1393532954666701,0.031181389718416355,0.13222094539881032,0.03522566253741312,0.1033968482752436,0.01651931728101626,-0.029763523799077242,NS,SS,NS,NN
R1Gen5_1427,R1Gen5,63,73,2.14,0.025881851002748826,0.01845726468133929,0.015406196734940914,0.012388360572593531,0.015533547243579306,-0.02852427172861863,0.02379832583193171,0.010561831380780148,0.015687919293451744,-0.0232668207181045,SS,SS,SS,NN
R1Gen5_1428,R1Gen5,70,83,2.71,0.023529055700988438,0.020762454689590645,0.024130148849408502,0.045971096230727156,0.015574389947123285,-0.023522669691072536,0.020412262775823548,0.012209944468813941,0.016525904219016365,-0.02865765524697793,SS,SS,SS,NN
R1Gen5_1429,R1Gen5,69,78,3.16,-0.06339690265479105,-0.009765199410222861,0.019631121982665613,0.03683691163384537,0.01704923795679691,-0.023567330234041648,0.026173487434686882,0.05139625237828675,0.016530843209520835,-0.018646147195918058,NS,SS,SS,NN
R1Gen5_1430,R1Gen5,61,72,1.78,0.024830287241516466,0.02281607818290899,0.023159300017022922,0.028789947776134802,0.017020666471485545,-0.010417696848407088,0.011528925809491277,0.0037227313982683965,0.016349742044262896,-0.015978512171494354,SS,SS,SS,NN
R1Gen5_1431,R1Gen5,73,86,3.41,0.025042604840709054,0.019631120274820345,0.024628674777649198,0.04042631217212541,0.01772250837297465,-0.031948440174683054,0.017020195565001284,0.008522962738882887,0.01606370856942998,-0.039896869772623786,SS,SS,SS,NN
R1Gen5_1432,R1Gen5,64,75,2.49,-0.06582504425294933,-0.00124625419063564,0.022105063486144043,0.017852069841571432,0.015667191999525806,-0.0252378563082966,0.020419553672039226,0.007840809143394424,0.01601454124785357,-0.01848266267528088,NS,SS,SS,NN
R1Gen5_1433,R1Gen5,59,69,2,0.02480769635013527,0.020430477513322016,0.02020281605416181,0.04635114155286691,0.01999958003694625,-0.032942065711133256,0.02226411403372015,0.007250990880144947,-0.05749700815362563,-0.022660977342996273,SS,SS,SS,NS
R1Gen5_1434,R1Gen5,56,67,1.6,0.025613674095837792,0.022118194339966275,0.02309568309637157,0.012665610724218268,0.0178837913371721,-0.013077214331271219,0.018436672798979155,4.185576997665745e-4,0.016340437326032357,-0.027341007083093623,SS,SS,SS,NN
R1Gen5_1435,R1Gen5,51,67,2.1,-0.06784859817433926,0.0010890173312358786,0.00638621769498431,-0.14334878096523643,0.02741817947004169,0.11356363927102694,0.033313383587349484,0.14442878366924405,0.015260650192323288,-0.02068457697887684,NS,SS,NS,NN
R1Gen5_151,R1Gen5,43,52,0.75,0.024248909680785493,0.023186922948536026,0.02654181656967284,0.055966072572809326,0.02272146073136309,-0.036995098294505965,0.026178709142250838,0.021825122899799092,0.01670666284555328,-0.02211641788559758,SS,SS,SS,NN
R1Gen5_160,R1Gen5,61,69,1.56,-0.06404578351165136,5.593495900916924e-4,0.018052253708168566,0.014447794804271103,0.018444122536459582,-0.042909745093146226,0.028601095775431244,-0.04783264595338643,0.016552688722622486,-0.026938156254025503,NS,SS,SS,NN
R1Gen5_163,R1Gen5,59,69,1.53,0.026069750173501792,0.021338393110163653,0.016678304253550998,0.016026323742422344,0.01724752883901661,-0.029304906208026445,0.012926281651121963,0.005183788103961579,0.0156508041064605,-0.016326419371883515,SS,SS,SS,NN
R1Gen5_165,R1Gen5,55,64,1.08,0.02669803128115136,0.02214968294140908,0.02299066231088788,0.04662174135179435,0.017227022514723186,-0.024919487645625855,0.016239511437439073,-0.015208718971028682,-0.058660555142472696,-0.009200377832272656,SS,SS,SS,NS
R1Gen5_174,R1Gen5,51,57,1.32,0.020599042653960255,0.0249176437262425,0.016384995814281083,0.032293351899466236,0.0168446978899319,-0.019149486555885796,0.01166900345502771,-6.25320883798982e-4,0.016198821226568114,-0.019975016178835174,SS,SS,SS,NN
R1Gen5_607,R1Gen5,59,71,2.46,0.0262479104149906,0.019273082720239493,0.005376083567629879,-0.14771114969767418,0.0338151609222252,0.1185841316443897,0.03961046306709639,0.1077152681307136,0.016529764389528648,-0.028108044790475312,SS,SS,NS,NN
R1Gen5_610,R1Gen5,60,71,1.84,-0.06639261477821648,-4.3007900135711027e-4,0.016238929913864088,0.028337065375365227,0.015942639039251316,-0.014165085780687838,0.002777017824739119,0.0054640266971054405,0.01677201505325876,-0.024588461938641445,NS,SS,SS,NN
R1Gen5_611,R1Gen5,65,75,2.2,0.026650354516393603,0.021308852481799843,0.022720086099174246,0.038908022352802885,0.016278954379718664,-0.01842518243329394,0.015644964061722385,-0.012252548877421015,-0.057182172698137836,-0.0232243664490621,SS,SS,SS,NS
R1Gen5_614,R1Gen5,67,75,2.23,-0.06781112583024433,0.0027757494634781756,0.018081073579872098,0.018784526667991276,0.024677563693047785,0.020877318140474665,0.04587510164853669,0.14943921850690509,0.01708505899379074,-0.02109746598562188,NS,SS,SS,NN
R1Gen5_620,R1Gen5,65,77,2.46,0.023907602854552495,0.022076025777310795,0.024421726980409824,0.03679917608381587,0.019869231166332567,-0.03161225631242489,0.0228457484556842,0.006642022271747083,0.016789976393157463,-0.029748292564939112,SS,SS,SS,NN
R1Gen5_639,R1Gen5,61,70,1.95,0.027281281834822927,0.01609502174516081,0.012197523185338722,-0.15137183825244913,0.02506241497857578,0.12532395108819291,0.03741815642358805,0.1096819358562843,0.016064642424761258,-0.018554016575507835,SS,SS,NS,NN
R1Gen5_647,R1Gen5,65,78,3,0.024822571222156132,0.019831677219135778,1.469415032483572e-4,-0.1513651298102836,0.024215879134753118,0.14209218769428725,0.03527382305136879,0.14433161547292814,0.01642536554225853,-0.022494229905555316,SS,SS,NS,NN
R2Gen5_137,R2Gen5,70,82,2.07,0.028422987689894513,0.02434732833611319,0.025819597488332565,0.03238789375006438,0.013404218689586637,-0.025819172409035734,0.0239225200957263,-0.04310428290598799,0.01716752510669538,-0.011086733223796533,SS,SS,SS,NN
R2Gen5_138,R2Gen5,55,64.1,0.8,0.0290159242342573,0.033207084010395675,0.02838516390357052,0.03416414605524686,0.011988160224456463,-0.01615955331905825,0.008182551966619777,-0.020920327061001654,0.01774952469604087,0.07831034596056213,SS,SS,SS,NN
R2Gen5_140,R2Gen5,67,76,1.66,0.029317919585516085,0.029214286904928072,0.022369978850138226,0.01515126032824424,0.023352201244926277,-0.0534611688380265,0.029619076047093455,-0.08989228355010397,0.016717629438373027,-0.012172254673085033,SS,SS,SS,NN
R2Gen5_142,R2Gen5,67,89,2.09,0.030363593330915983,0.03277116361060494,0.029407747344884314,0.03561054392172773,0.015231897411524626,-0.034091984835068895,0.023983020089552748,-0.07398905673691934,0.016783362156349155,-0.010704716664270943,SS,SS,SS,NN
R2Gen5_1439,R2Gen5,59,68,1.84,0.027007969144904834,0.02584840938496584,0.029045604809334723,0.02655698804857503,0.01422919952994846,-0.04070033397646495,0.021300451770880652,-0.07410688292015531,0.017010457514047027,-0.015625919794755545,SS,SS,SS,NN
R2Gen5_1440,R2Gen5,51,60,1.08,0.02932771732267919,0.02698841011676142,0.02598001197116241,0.04514356601638055,0.008698517909921709,-0.026610550137427885,0.014878895913099092,-0.0373239177753847,0.016697294445351122,-0.012548946542576362,SS,SS,SS,NN
R2Gen5_1441,R2Gen5,55,66,1.37,0.02943071276746706,0.027028713048754194,0.01787368702649797,0.020633907234313475,0.015277384355222254,-0.04310823253046049,0.023004869786670924,-0.06385069957966517,0.01737840168543762,-0.015855572343821477,SS,SS,SS,NN
R2Gen5_1444,R2Gen5,58,66,1.43,0.029472352308252684,0.034039225116823744,0.023191797920772285,0.01477434396903584,0.022041830035974593,-0.05501983041879363,0.02930224850616762,-0.07688588620533592,0.018195379681415515,0.09730667590285742,SS,SS,SS,NN
R2Gen5_1445,R2Gen5,58,67,1.41,0.028620147660568068,0.028468276846890826,0.024805065364097132,0.030821083444516836,0.022146689924777006,-0.04951689089044048,0.030264563729149988,-0.08214044555534955,0.017309230461817104,-0.017791172408629072,SS,SS,SS,NN
R2Gen5_1446,R2Gen5,48,55,0.98,0.029307104931228057,0.03261508386655412,0.024103990677202914,0.0286796660904674,0.0172269482622958,-0.02409393025754184,0.024115303779830566,-0.05534551938303645,0.017149480995564865,-0.017669500588580783,SS,SS,SS,NN
R2Gen5_144,R2Gen5,76,90,2.78,-0.06481385858695486,0.007699579340093561,0.0305059128455566,0.040485975387675927,0.010464056765098977,-0.04340203961913813,0.021931272795431004,-0.07736820400697277,0.017286160891924588,-0.01692814063556574,NS,SS,SS,NN
R2Gen5_145,R2Gen5,80,92,3.89,0.02860916409394101,0.026859785380143057,0.028139352778539514,0.051888840176641055,0.019850649459350243,-0.04899611006429004,0.025291327192642196,-0.08015778433477765,0.016763351947832166,-0.01086246130977355,SS,SS,SS,NN
R2Gen5_146,R2Gen5,52,64,1.22,-0.1565266041014499,-0.022020125239504612,0.036390678978462654,0.052410094951106254,0.009871552195199123,-0.0427300616003385,0.019493633429151867,-0.07685683176649205,0.0169799670498772,-0.0161494357502196,NN,SS,SS,NN
R2Gen5_1503,R2Gen5,53,63,1.33,0.028953131328883646,0.028642030582579633,0.010862752542888252,0.02245423041747875,0.013318008451903621,-0.02784364008642728,0.02017870267367089,-0.05119077449247863,0.017347561877478324,-0.01860610572587663,SS,SS,SS,NN
R2Gen5_1516,R2Gen5,45,52,0.74,0.029464271417242026,0.03603992509903524,0.03341672644408465,0.04243391270458481,0.022671266640624882,-0.044804965666522735,0.0354442308527001,-0.0803916800814228,0.017047478792084486,-0.01231558119641372,SS,SS,SS,NN
R2Gen5_649,R2Gen5,59,68,1.43,-0.06324308956366506,0.0079072645715351,0.028836987370948877,0.032467851104369005,0.01805350515140514,-0.03947318574030386,0.027150772860944302,-0.08063782126764854,0.018228357597439186,0.10675856496178274,NS,SS,SS,NN
R2Gen5_650,R2Gen5,60,70,1.8,0.028231852354313677,0.035483211432745076,0.0227556135883525,0.02860323428922019,0.02082557280670549,-0.031345901161995884,0.010886298143893547,-0.018655145482566318,0.017448902531071307,-0.01744302670505797,SS,SS,SS,NN
R2Gen5_651,R2Gen5,60,67,1.66,0.027415420007364046,0.024928844567051942,0.014557809595393496,0.007005602110243925,0.014215061283562857,-0.016141050018077422,0.009630432927263326,-0.01676593269623611,0.01728785175839919,-0.014390342600970198,SS,SS,SS,NN
R2Gen5_652,R2Gen5,59,68,1.53,-0.06590526734159854,-7.06533491890634e-4,0.023028556142687624,-0.005055894045446429,0.020482090857780275,-0.013585180242697144,0.013281023558422034,-1.4676946821646068e-5,0.01601479693305289,-0.020126904637862795,NS,SS,SS,NN
R2Gen5_653,R2Gen5,68,78,2.58,0.028891524135576635,0.02905085623303754,0.03141702241402232,0.034174571920593255,0.014815298386680739,-0.03950786423035275,0.019353450558938393,-0.05032196679496185,0.017051169867478722,-0.018267614660963927,SS,SS,SS,NN
R2Gen5_654,R2Gen5,72,79,3.06,0.028049260790846877,0.02193207704547715,0.0064783250069745885,0.006431929166028686,0.013079359841103195,-0.01757887302809448,0.013845739566230001,-0.015669730302888214,0.017403409462970577,-0.01869057301684686,SS,SS,SS,NN
R2Gen5_655,R2Gen5,52,62,1.05,0.026661848304003734,0.027022688213326006,0.028590972754814786,0.03558227978570835,0.006583108375154474,-0.025626840719890343,-0.029449915997251646,-0.0375299416271864,0.01742879507794151,-0.01902952749985694,SS,SS,SS,NN
R2Gen5_656,R2Gen5,63,74,2.23,0.024240424170145644,0.020670881230532286,0.011763728935536668,-0.15964272578897606,0.03214586764436837,0.12553135478749736,0.032274311303484716,0.09270226220330727,0.0168774418948727,-0.014008595172862374,SS,SS,NS,NN
R2Gen5_657,R2Gen5,49,57.1,0.93,0.029513421355706653,0.03460323490287513,0.021692901774776348,0.025442714473520645,0.017716033012432447,-0.031988607822471225,0.014545961476885933,-0.019194406977278936,0.017293349565210205,-0.013208589378168618,SS,SS,SS,NN
R2Gen5_662,R2Gen5,69,80,2.48,0.026918105280289487,0.024705464704773316,0.01761183501815749,0.017139755532791522,0.011597599623911275,-0.02406015693756742,0.01124981311361831,-0.017731057995248416,0.017137184046247072,-0.013229211775029578,SS,SS,SS,NN
R2Gen5_663,R2Gen5,56,66,1.58,0.030364698565768653,0.03174565429951891,0.030045512260769885,0.04239242590234608,0.00827081098767061,-0.028559354871233643,0.01325516916895542,-0.05565795657001779,0.017516430109300245,-0.014524439563703199,SS,SS,SS,NN
R2Gen5_664,R2Gen5,62,71,2.65,0.028871208747513543,0.030809381285968006,0.028465058869538075,0.030280345264909928,0.0174657640038787,-0.013273265485660104,0.007513025610678388,-0.01446210190178788,0.017510768533590904,0.08326633916558879,SS,SS,SS,NN
R2Gen5_665,R2Gen5,58,67,1.64,-0.06424752015222278,0.006704628776543703,-0.09084719097822519,0.038336681481147966,-0.08705603869075189,-0.01977345604527007,-0.03150165417083483,-0.03740389095209512,0.017126232059739732,-0.016162180508325914,NS,NS,SS,NN
R2Gen5_666,R2Gen5,65,74,2.56,-0.0630070257551767,0.010278551104875905,0.02876076897866008,0.04710241573173281,0.010258496681207178,-0.03939625398289985,0.017959643775548196,-0.07267701428185717,0.017391277064785885,-0.01684158512255649,NS,SS,SS,NN
R2Gen5_668,R2Gen5,67,78,2.5,0.02879088536335244,0.03504472387752052,0.026175233314398274,0.024081991883866095,0.022702229235400693,-0.0347066576207425,0.023722434320799842,-0.058248333628549746,0.017048349290246862,-0.015250604595032682,SS,SS,SS,NN
R2Gen5_671,R2Gen5,69,81,2.59,0.028973194644574738,0.031491084267798626,0.030681933154664033,0.03631328671757796,0.012360570006391548,-0.03384456634904012,0.014660976676701994,-0.04854365616309685,0.018128483272879047,0.10607935313211425,SS,SS,SS,NN
R2Gen5_672,R2Gen5,55,65,1.33,0.030215872169558913,0.029656918161430755,0.024562917600869823,0.017295907089821563,0.019883097160871912,-0.05268491234473998,0.03182297764248477,-0.08413753582386037,0.016569730437739565,-0.01240140759456126,SS,SS,SS,NN
R2Gen5_674,R2Gen5,63,72,2.06,0.029497584171597847,0.023496523918462586,0.01958297658647149,0.006684130923351306,0.02556026651952554,-0.0556018240485446,0.03644196078313578,-0.08625311906483356,0.01695407825522534,-0.017640191332574245,SS,SS,SS,NN
R2Gen5_677,R2Gen5,62,72,2.16,0.02882228714843158,0.031226832363732995,0.02859613740525693,0.032473253460528546,0.015047735296472612,-0.044834919109815255,0.015263964816679127,-0.04735342153481052,0.016980834848519023,-0.015864785146316153,SS,SS,SS,NN
R2Gen5_678,R2Gen5,54,62.9,1.28,0.023998027390323622,0.02059210555676467,0.0356544722216805,0.04686407491712361,0.018201793789106857,-0.05035721616128643,0.03149331098715279,-0.08127936970471253,0.017039100900120892,-0.021246145442963566,SS,SS,SS,NN
R2Gen5_679,R2Gen5,59,70,1.68,0.028959232872943306,0.03028726996970255,0.027994598092656916,0.03061774909218951,0.018087576978571187,-0.05215236179939164,0.025048248302558876,-0.07611114962868337,0.01665121248556065,-0.01666579712761989,SS,SS,SS,NN
R2Gen5_680,R2Gen5,61,71,1.73,0.026429694221650004,0.022487983326485668,0.023598338283659908,0.012736744572096816,0.020772876152957743,-0.05518768962067313,0.02947933385999553,-0.08539443455712073,0.017292553435037748,-0.021503111118857547,SS,SS,SS,NN
R2Gen5_682,R2Gen5,70,80,2.94,0.029668128980511514,0.035837324718459886,0.0249790462962923,0.0419774797404091,0.019100105143289525,-0.02386329600987951,0.008639598116772106,-0.02016011898254849,0.017854155285141567,0.09817149106974983,SS,SS,SS,NN
